Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-09-12 00:00:00+05:30,809.0021567025105,816.8280542280488,805.6028063475989,815.1650390625,32424046,0.0,0.0
2024-09-13 00:00:00+05:30,818.7845355422129,818.7845355422129,810.4939991636426,814.8471069335938,23860532,0.0,0.0
2024-09-16 00:00:00+05:30,815.3607299658061,820.6432348825226,813.9178539364939,817.292724609375,15172820,0.0,0.0
2024-09-17 00:00:00+05:30,820.7410171745493,820.7410171745493,813.9667364533067,816.2411499023438,20127122,0.0,0.0
2024-09-18 00:00:00+05:30,817.7329439233107,830.9636263317245,817.3661049623403,828.958251953125,40917342,0.0,0.0
2024-09-19 00:00:00+05:30,831.110291841027,840.7948638942809,831.0858717354192,835.6591186523438,30651776,0.0,0.0
2024-09-20 00:00:00+05:30,839.5721142379614,853.4875151440714,835.1945264560228,851.6533203125,60623386,0.0,0.0
2024-09-23 00:00:00+05:30,855.468471551819,863.9546677187506,851.1886836009451,860.7509765625,26965350,0.0,0.0
2024-09-24 00:00:00+05:30,863.2943581844792,871.4381950911613,858.0363330567267,864.7861938476562,33039036,0.0,0.0
2024-09-25 00:00:00+05:30,860.9221440763296,874.5440855934456,860.9221440763296,870.19091796875,31965312,0.0,0.0
2024-09-26 00:00:00+05:30,867.2317568106616,874.5440559911546,864.7861638129235,872.3185424804688,31899644,0.0,0.0
2024-09-27 00:00:00+05:30,869.1637490702731,869.7506675054154,855.9575469178266,857.2537231445312,35613502,0.0,0.0
2024-09-30 00:00:00+05:30,855.3706542477456,856.6667708066311,843.4361481498624,847.1779174804688,26383534,0.0,0.0
2024-10-01 00:00:00+05:30,843.2404912513445,852.0446263108132,841.3329167137538,844.3165283203125,24572284,0.0,0.0
2024-10-03 00:00:00+05:30,839.156363088456,844.2921085418086,818.4666218079193,822.697509765625,48473398,0.0,0.0
2024-10-04 00:00:00+05:30,819.0291122208092,826.9283897115192,808.5130621086877,810.7874755859375,48683232,0.0,0.0
2024-10-07 00:00:00+05:30,808.1217133321306,811.447743638468,788.9482884200414,791.2960815429688,94458296,0.0,0.0
2024-10-08 00:00:00+05:30,797.2633552777212,810.3717582533762,793.350406294763,807.559326171875,29734406,0.0,0.0
2024-10-09 00:00:00+05:30,806.8011545535032,810.3472645083458,796.6274634899685,798.8040771484375,41125642,0.0,0.0
2024-10-10 00:00:00+05:30,801.665391539567,814.6025547259023,798.4861206152185,813.1107788085938,21754766,0.0,0.0
2024-10-11 00:00:00+05:30,814.1134111751107,814.1134111751107,803.7441209761898,807.5347900390625,23672594,0.0,0.0
2024-10-14 00:00:00+05:30,810.0048761054238,827.6131455900507,809.0021590992496,825.6810913085938,18527508,0.0,0.0
2024-10-15 00:00:00+05:30,828.5668953802826,830.5233697495395,819.5182014224697,823.724609375,19651130,0.0,0.0
2024-10-16 00:00:00+05:30,821.7681364837143,835.3900773627928,821.7681364837143,831.40380859375,20470682,0.0,0.0
2024-10-17 00:00:00+05:30,829.0315855991445,830.3522417044512,814.4803065749336,818.3688354492188,14695732,0.0,0.0
2024-10-18 00:00:00+05:30,813.4531713114382,827.0995928570159,809.0511036971785,822.6241455078125,24809724,0.0,0.0
2024-10-21 00:00:00+05:30,838.8384056502449,855.0526993101627,836.9064110476723,845.539306640625,46548354,0.0,0.0
2024-10-22 00:00:00+05:30,846.1996857179795,851.0663920657254,836.7351927303795,838.6183471679688,38875280,0.0,0.0
2024-10-23 00:00:00+05:30,833.9716880960024,854.2456300685938,833.9716880960024,849.0120849609375,38036090,0.0,0.0
2024-10-24 00:00:00+05:30,850.1370331973285,865.0796304239468,850.1370331973285,855.786376953125,30832258,0.0,0.0
2024-10-25 00:00:00+05:30,858.4031338755055,859.797109929316,845.5392909494991,852.7293701171875,26130478,0.0,0.0
2024-10-28 00:00:00+05:30,852.0446413299316,856.4467089372619,845.6371993095233,848.2294921875,22012142,0.0,0.0
2024-10-29 00:00:00+05:30,844.2921023375808,862.8052298229654,843.7785039132749,856.8624267578125,35794926,0.0,0.0
2024-10-30 00:00:00+05:30,852.0445994371648,858.2808615742623,843.3382644924336,848.4251098632812,32715724,0.0,0.0
2024-10-31 00:00:00+05:30,845.1969454078367,850.5283501182745,840.9905373662763,848.963134765625,22895912,0.0,0.0
2024-11-01 00:00:00+05:30,847.642554659716,853.0717593119517,844.2676242952899,849.7457885742188,1759692,0.0,0.0
2024-11-04 00:00:00+05:30,853.5119702758321,853.5119702758321,836.8330376977741,838.398193359375,28089248,0.0,0.0
2024-11-05 00:00:00+05:30,832.9689758697506,862.1693324094516,830.4744829509137,859.797119140625,44232406,0.0,0.0
2024-11-06 00:00:00+05:30,866.4736291787306,866.4736291787306,853.68316541516,858.5254516601562,27787910,0.0,0.0
2024-11-07 00:00:00+05:30,853.1696247169228,861.3134018977663,850.088153557187,854.2701416015625,18895456,0.0,0.0
2024-11-08 00:00:00+05:30,856.9357775644994,861.7291636733461,853.9276862669507,858.1340942382812,19902986,0.0,0.0
2024-11-11 00:00:00+05:30,858.1830930684753,872.000693994352,856.544497936554,863.9302368164062,24565362,0.0,0.0
2024-11-12 00:00:00+05:30,866.7181693232224,868.1855251403609,835.7325175926836,840.403564453125,31395406,0.0,0.0
2024-11-13 00:00:00+05:30,839.6943886806365,845.881751148766,818.295449111813,822.3795776367188,35728500,0.0,0.0
2024-11-14 00:00:00+05:30,818.3443129951968,833.8738284555615,817.85519439802,827.9555053710938,27146470,0.0,0.0
2024-11-18 00:00:00+05:30,831.5016008887058,840.7459541576048,829.0560079449155,833.99609375,27081968,0.0,0.0
2024-11-19 00:00:00+05:30,838.3492698412165,857.7917339463438,832.8222058480842,852.1668701171875,50981272,0.0,0.0
2024-11-21 00:00:00+05:30,855.6641288349873,860.3596556624375,848.2294899602333,851.6533203125,35716512,0.0,0.0
2024-11-22 00:00:00+05:30,852.8027626116424,858.0607875844482,845.9551021819417,853.805419921875,24773612,0.0,0.0
2024-11-25 00:00:00+05:30,873.1011988112276,882.1498930977613,863.2454468766848,873.3701782226562,427737274,0.0,0.0
2024-11-26 00:00:00+05:30,885.3046903766989,885.3046903766989,865.6421459980386,873.3457641601562,30935566,0.0,0.0
2024-11-27 00:00:00+05:30,875.4734186116394,888.8997006750922,873.1501051965415,886.4296875,32714976,0.0,0.0
2024-11-28 00:00:00+05:30,889.7067534702544,898.0706697775579,874.5440765282104,877.0630493164062,35722392,0.0,0.0
2024-11-29 00:00:00+05:30,881.0493790588507,882.6634346531987,872.0495846630064,878.4815063476562,27669536,0.0,0.0
2024-12-02 00:00:00+05:30,882.1254228528726,884.3998363558009,868.1855423143049,882.7123413085938,15110876,0.0,0.0
2024-12-03 00:00:00+05:30,891.5164689837319,898.7065483943619,888.2882980903433,893.27734375,43410242,0.0,0.0
2024-12-04 00:00:00+05:30,899.0,912.2062023939063,895.6495494821775,909.8095092773438,44669084,0.0,0.0
2024-12-05 00:00:00+05:30,909.7606270360864,919.5185195562284,897.6304614595269,912.5730590820312,39682714,0.0,0.0
2024-12-06 00:00:00+05:30,908.2932722770183,911.814902438643,901.9347302524619,907.7307739257812,17783156,0.0,0.0
2024-12-09 00:00:00+05:30,906.6547171562552,919.5429805000836,904.3803036939652,914.6517944335938,26947912,0.0,0.0
2024-12-10 00:00:00+05:30,918.417999909237,918.417999909237,909.0514261933312,913.7224731445312,13325480,0.0,0.0
2024-12-11 00:00:00+05:30,910.5920774845599,915.5811230492072,908.1709642873406,911.27685546875,14045426,0.0,0.0
2024-12-12 00:00:00+05:30,905.3585094284175,913.9914644769809,904.2335127894959,909.3937377929688,17293790,0.0,0.0
2024-12-13 00:00:00+05:30,910.9834043559617,917.097386935532,894.720210694305,915.5077514648438,19009002,0.0,0.0
2024-12-16 00:00:00+05:30,912.2551161931914,914.6273295327436,907.4373097805209,912.3040161132812,13107082,0.0,0.0
2024-12-17 00:00:00+05:30,907.9753247899092,910.9100364662568,893.3751461414528,896.6766967773438,21079532,0.0,0.0
2024-12-18 00:00:00+05:30,895.0136669132473,898.0217582736735,883.9106984687518,885.6470336914062,23422312,0.0,0.0
2024-12-19 00:00:00+05:30,880.2178033546408,880.9514812402508,870.1419723336332,877.2341918945312,25380770,0.0,0.0
2024-12-20 00:00:00+05:30,871.707178148549,879.2151967092251,864.297078842569,866.4736328125,25692348,0.0,0.0
2024-12-23 00:00:00+05:30,871.6093346036057,883.3481808608933,871.266975470512,880.902587890625,11044592,0.0,0.0
2024-12-24 00:00:00+05:30,881.4161851274388,884.6687760080914,875.3022027098817,879.484130859375,14485834,0.0,0.0
2024-12-26 00:00:00+05:30,879.7043092374976,886.2829307290939,870.9979740043234,875.88916015625,10481678,0.0,0.0
2024-12-27 00:00:00+05:30,877.8701208004297,883.3237456339101,875.0821088494843,879.5575561523438,7259330,0.0,0.0
2024-12-30 00:00:00+05:30,876.5983643277581,887.7502927140181,866.2290734967085,869.60400390625,22222218,0.0,0.0
2024-12-31 00:00:00+05:30,865.8866945081382,871.511558492882,863.5878012293871,867.1339111328125,14117236,0.0,0.0
2025-01-01 00:00:00+05:30,867.4273693629926,877.4787806156658,861.3867665102715,871.9761962890625,7313806,0.0,0.0
2025-01-02 00:00:00+05:30,869.2126695529385,882.1009329800738,867.2072951940876,877.3565063476562,18558576,0.0,0.0
2025-01-03 00:00:00+05:30,876.0114043138861,878.0901583442235,854.147826983436,855.5662231445312,24426194,0.0,0.0
2025-01-06 00:00:00+05:30,851.1152891851428,859.479205552065,834.3385565312188,836.6373901367188,18816348,0.0,0.0
2025-01-07 00:00:00+05:30,838.838425010863,841.7731367018631,831.5016457833627,838.0558471679688,13527906,0.0,0.0
2025-01-08 00:00:00+05:30,835.536864802828,837.199880016748,823.3577994830916,828.7136840820312,19738190,0.0,0.0
2025-01-09 00:00:00+05:30,823.749091222883,826.1213044600969,811.0075279788689,815.7520141601562,40420222,0.0,0.0
2025-01-10 00:00:00+05:30,817.3171689545962,819.2247434087885,809.0021528730713,810.3472290039062,17453280,0.0,0.0
