Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-09-12 00:00:00+05:30,4433.984864249237,4455.957037570517,4356.369660869125,4441.30908203125,2742216,0.0,0.0
2024-09-13 00:00:00+05:30,4453.401240622589,4470.113783909694,4428.823971082729,4446.12646484375,1458786,0.0,0.0
2024-09-16 00:00:00+05:30,4450.452068864939,4469.179756667669,4418.452655210724,4436.9345703125,1155120,0.0,0.0
2024-09-17 00:00:00+05:30,4436.933987476228,4459.102490180248,4390.482953097841,4429.46240234375,1699364,0.0,0.0
2024-09-18 00:00:00+05:30,4421.007962696659,4421.007962696659,4247.935032184893,4272.65966796875,2961779,0.0,0.0
2024-09-19 00:00:00+05:30,4315.8174996062235,4347.424252297365,4209.397922353699,4223.50537109375,2927551,0.0,0.0
2024-09-20 00:00:00+05:30,4243.90421540839,4257.471155302491,4156.016001413029,4212.4453125,5447908,0.0,0.0
2024-09-23 00:00:00+05:30,4227.290603585861,4236.531561458503,4181.08533419783,4196.3232421875,1702319,0.0,0.0
2024-09-24 00:00:00+05:30,4179.757072657581,4218.441783949969,4168.3041631199885,4199.07470703125,3012026,0.0,0.0
2024-09-25 00:00:00+05:30,4180.4461478288495,4217.066279151633,4168.3048807678815,4202.46728515625,2713073,0.0,0.0
2024-09-26 00:00:00+05:30,4187.967027791934,4243.80639615256,4187.967027791934,4219.91748046875,3964251,0.0,0.0
2024-09-27 00:00:00+05:30,4261.698356160286,4303.971257963029,4227.339142801401,4235.84326171875,3012477,0.0,0.0
2024-09-30 00:00:00+05:30,4214.412017602531,4226.061740038307,4188.015932596106,4196.3232421875,2503416,0.0,0.0
2024-10-01 00:00:00+05:30,4183.591450988956,4223.111889276909,4171.204892145493,4215.39453125,1823365,0.0,0.0
2024-10-03 00:00:00+05:30,4190.522600097852,4206.645191904827,4138.811932208301,4161.17724609375,3350119,0.0,0.0
2024-10-04 00:00:00+05:30,4153.558433219178,4225.324058219178,4152.624304993512,4180.34765625,2965463,0.0,0.0
2024-10-07 00:00:00+05:30,4201.631662702275,4224.586928824883,4157.884122221105,4200.599609375,1472619,0.0,0.0
2024-10-08 00:00:00+05:30,4200.353467668349,4207.038292492998,4132.864386365645,4181.33056640625,1541867,0.0,0.0
2024-10-09 00:00:00+05:30,4187.966241724208,4222.374415071707,4174.891327862054,4181.03564453125,1082504,0.0,0.0
2024-10-10 00:00:00+05:30,4181.330470770868,4221.244048728042,4127.6046606504715,4155.91748046875,2378875,0.0,0.0
2024-10-11 00:00:00+05:30,4072.944928615996,4170.221949176848,4042.9116985720275,4079.040283203125,5759183,0.0,0.0
2024-10-14 00:00:00+05:30,4069.9958427070137,4094.966252596924,4052.4970187748586,4066.702392578125,2137590,0.0,0.0
2024-10-15 00:00:00+05:30,4061.196542122799,4099.439153411149,4025.7563152887024,4047.1875,2759474,0.0,0.0
2024-10-16 00:00:00+05:30,4015.925570778842,4045.41829222887,3998.4265080493487,4025.707275390625,2359151,0.0,0.0
2024-10-17 00:00:00+05:30,4043.255328123109,4060.1157180197656,4023.741121305155,4039.519775390625,2522659,0.0,0.0
2024-10-18 00:00:00+05:30,4030.6502381689447,4085.985352412221,4020.7953476110742,4063.220458984375,2361000,10.0,0.0
2024-10-21 00:00:00+05:30,4072.63225386454,4079.875694816127,4010.940541435238,4020.647705078125,1595450,0.0,0.0
2024-10-22 00:00:00+05:30,4006.998397202053,4030.453084242788,3948.214072783788,3957.231201171875,1928049,0.0,0.0
2024-10-23 00:00:00+05:30,3941.562123718608,4053.8583129067224,3937.176504942076,4007.244873046875,1966476,0.0,0.0
2024-10-24 00:00:00+05:30,3945.8982586335824,4019.809939302293,3945.8982586335824,3989.1611328125,2676744,0.0,0.0
2024-10-25 00:00:00+05:30,3998.1786421637107,4032.62143844137,3974.1818860941275,3998.67138671875,1759676,0.0,0.0
2024-10-28 00:00:00+05:30,4009.9059250644236,4074.01204073353,3992.2164433990156,4031.48828125,1532534,0.0,0.0
2024-10-29 00:00:00+05:30,4036.4156738907773,4043.954569355168,4001.1844381519086,4016.114501953125,1445885,0.0,0.0
2024-10-30 00:00:00+05:30,4015.8680561740116,4047.40370716728,4001.1350423451786,4025.3779296875,1935002,0.0,0.0
2024-10-31 00:00:00+05:30,4010.940475876283,4019.120083197284,3902.536679230978,3910.864013671875,3740372,0.0,0.0
2024-11-01 00:00:00+05:30,3931.9536556418684,3940.921461805209,3918.3538583788945,3926.385498046875,154895,0.0,0.0
2024-11-04 00:00:00+05:30,3908.745166464799,3933.9735411362944,3856.464925589195,3906.626220703125,2269192,0.0,0.0
2024-11-05 00:00:00+05:30,3883.911123193089,3928.159486802753,3883.911123193089,3913.72216796875,967590,0.0,0.0
